	mFMI	AUROC
0	0.9781005769323132	0.8768747820020928
1	0.8716834688310244	0.8137566137566138
2	0.6282601536997547	0.6861702127659575
3	0.6551724137931034	0.6218623481781376
4	0.7326706453074445	0.7301587301587302
5	0.8821766879923103	0.8176366843033509
6	0.6374769993277634	0.7201034259857789
7	0.821806792213494	0.7322896281800391
8	0.9174764435054832	0.8452012383900929
9	0.8275862068965518	0.7510468214693566
10	0.7465210565749489	0.7617260787992495
11	0.5660758098998504	0.6672914714151827
12	0.6464411843037574	0.6732336956521738
13	0.6801312170608141	0.7545454545454545
14	0.8555651138221345	0.7806637806637806
15	0.8873517424372936	0.8113604488078541
16	0.5416622045689438	0.6912499999999999
17	0.844549427063092	0.7895886421550783
18	0.9691370060187172	0.8498789346246973
19	0.9646091710693199	0.8916666666666666
20	0.41938888483339243	0.6355140186915889
21	0.9076037267478887	0.7910806174957119
22	0.7255722268549067	0.7990361445783133
23	0.7532838820229355	0.8214285714285714
24	0.5883537154585707	0.7250280583613917
25	0.8873517424372936	0.7982954545454546
26	0.6551724137931034	0.7234567901234568
27	0.8609903249197006	0.8045140152894066
28	0.9174764435054832	0.8286893704850361
29	0.8873517424372936	0.8045138888888889
30	0.6187679968965227	0.7462006079027356
31	0.7665088467352743	0.7557565789473684
32	0.7035087672755649	0.7994318181818182
33	0.9956761004948893	0.9338103756708408
34	0.8275862068965518	0.753858024691358
35	0.9691370060187172	0.8809027777777778
36	0.5774471273246495	0.6959183673469388
37	0.9461754798133026	0.8558651530787753
38	0.7109982771938708	0.7783132530120482
39	0.6464411843037574	0.6998480243161094
40	0.973633933161081	0.8670138888888889
41	0.514347578727573	0.7572815533980582
42	0.6720030510931558	0.7598765432098765
43	0.9174764435054832	0.8398478035281909
44	0.6958737892241017	0.6909090909090909
45	0.7856568535203525	0.7553453947368421
46	0.79187034633686	0.7321144674085851
47	0.7980046766803777	0.7142269736842105
48	0.8333017547621759	0.8136029411764706
49	0.79187034633686	0.7175757575757575
50	0.8873517424372936	0.7496527777777777
51	0.5660758098998504	0.71375
52	0.3103448275862069	
53	0.7793610520253602	0.7289393278044523
54	0.8389555074743411	0.7786764705882353
55	0.7980046766803777	0.7997685185185185
56	0.9691370060187172	0.8475694444444444
57	0.7465210565749489	0.6910843373493976
58	0.5774471273246495	0.57375
59	0.5883537154585707	0.6183673469387755
60	1.0	0.9368686868686869
61	0.6282601536997547	0.6673835125448029
62	0.4827586206896552	0.5913461538461539
63	0.9913247468321207	0.9194991055456172
64	0.8924807936597976	0.8416666666666667
65	0.8609903249197006	0.7533088235294118
66	0.41938888483339243	0.5471698113207547
67	0.4645564122413648	0.5396825396825398
68	0.9319915992179293	0.8089193825042882
69	0.7532838820229355	0.7678571428571428
70	0.5660758098998504	0.6655443322109988
71	0.6636879574468828	0.6915760869565217
72	0.9646091710693199	0.8562068965517241
73	0.3103448275862069	
74	0.4645564122413648	0.7428571428571429
75	0.6464411843037574	0.7879939209726443
76	0.7980046766803777	0.7769318614389037
77	0.9076037267478887	0.8184019370460048
78	0.8333017547621759	0.7511923688394276
79	0.9076037267478887	0.8039148351648352
80	0.6374769993277634	0.7318996415770609
81	0.7109982771938708	0.6951286261631089
82	1.0	0.9368686868686869
83	0.514347578727573	0.553921568627451
84	0.9319915992179293	0.8576329331046312
85	0.7255722268549067	0.7692307692307692
86	0.7255722268549067	0.7495039682539683
87	0.5660758098998504	0.7642857142857142
88	0.7980046766803777	0.746422893481717
89	1.0	0.9368686868686869
90	0.8100474740065324	0.7293322734499206
91	0.844549427063092	0.8098845598845599
92	0.7183503298689391	0.6925831202046036
93	0.9461754798133026	0.869639794168096
94	0.5774471273246495	0.661668228678538
95	0.973633933161081	0.8712940355772585
96	0.8716834688310244	0.8217893217893217
97	0.8975650471009105	0.8077601410934745
98	0.79187034633686	0.7557565789473684
99	0.90260565645923	0.8398478035281909
100	0.7255722268549067	0.7192460317460317
101	0.514347578727573	0.6916548797736917
102	0.7856568535203525	0.7645580226225388
103	0.982537541021308	0.9037037037037037
104	0.6187679968965227	0.6728744939271255
105	0.8821766879923103	0.8384641992390176
106	0.9913247468321207	0.9325284090909091
107	0.7109982771938708	0.7176136363636363
108	0.8100474740065324	0.7297297297297297
109	0.7035087672755649	0.7416879795396419
110	0.7465210565749489	0.7570356472795498
111	0.5660758098998504	0.6745230078563411
112	0.9271911662068386	0.8507718696397941
113	0.8159613206419027	0.7550154320987654
114	0.8389555074743411	0.7863970588235294
115	0.973633933161081	0.8552083333333333
116	0.5774471273246495	0.6970486111111112
117	0.7109982771938708	0.7886904761904762
118	0.8609903249197006	0.7431127012522362
119	0.9461754798133026	0.8785689714482284
120	0.6374769993277634	0.7327935222672064
121	0.9691370060187172	0.8852459016393442
122	0.9600497821178198	0.810782967032967
123	0.9367552456753432	0.8549382716049383
124	0.90260565645923	0.7917683990233694
125	0.9869454093223651	0.9029982363315696
126	0.821806792213494	0.7134340222575517
127	0.9781005769323132	0.9154978962131837
128	0.6187679968965227	0.668693009118541
129	0.7183503298689391	0.6807610993657505
130	0.8873517424372936	0.8094085091663784
131	0.4992146750017814	0.7766990291262136
132	0.7856568535203525	0.7241653418124006
133	0.7980046766803777	0.7166940789473684
134	0.9508336421036796	0.8517371861025111
135	0.7532838820229355	0.725609756097561
136	0.90260565645923	0.7952563655388908
137	0.8159613206419027	0.7313195548489666
138	0.3103448275862069	
139	0.7793610520253602	0.7756410256410257
140	0.8389555074743411	0.7534722222222222
141	0.7729795815516807	0.7094017094017093
142	0.7396517102754736	0.74906191369606
143	0.4438959774554282	0.7206349206349206
144	0.79187034633686	0.7389786119598429
145	0.9508336421036796	0.867561059511524
146	0.8924807936597976	0.7355992844364938
147	0.8333017547621759	0.7819548872180451
148	0.4438959774554282	0.8632075471698113
149	0.8555651138221345	0.7502730251183108
150	0.7465210565749489	0.6857831325301205
151	0.7109982771938708	0.7256871035940804
152	0.7599449934622517	0.7004608294930876
153	0.3103448275862069	
154	0.8716834688310244	0.85546875
155	0.7255722268549067	0.6901204819277109
156	0.9956761004948893	0.9194991055456172
157	0.8500853738792595	0.792128801431127
158	0.90260565645923	0.8491871324801107
159	0.7183503298689391	0.6395180722891567
160	0.3874506199137859	0.6448598130841121
161	0.7035087672755649	0.7246852764094143
162	0.9319915992179293	0.8277873070325901
163	0.8609903249197006	0.845438282647585
164	0.9271911662068386	0.8743131868131868
165	0.9414829385421768	0.8870192307692307
166	0.8100474740065324	0.6533333333333333
167	0.7183503298689391	0.7191815856777494
168	0.9414829385421768	0.8352253181974544
169	0.9554581701334381	0.8448275862068966
170	0.41938888483339243	0.5
171	0.514347578727573	0.7892503536067892
172	0.8389555074743411	0.774264705882353
173	0.7665088467352743	0.7165178571428572
174	0.8333017547621759	0.724436090225564
175	0.5541747521332923	0.5685997171145686
176	0.6089742771670479	0.6822867853795689
177	1.0	0.9368686868686869
178	0.3874506199137859	0.8598130841121495
179	0.7255722268549067	0.7306024096385542
180	0.8389555074743411	0.7417316982534374
181	0.8663626033309346	0.8199573863636364
182	0.821806792213494	0.7778195488721804
183	0.9554581701334381	0.8540297474922172
184	0.8975650471009105	0.7570126227208976
185	0.6374769993277634	0.6261398176291793
186	0.90260565645923	0.8496732026143791
