	mFMI	AUROC
0	0.7679088604213304	0.6424501424501424
1	0.8818633416124217	0.7664141414141414
2	0.9890493141062706	0.9366666666666666
3	0.7679088604213304	0.6909340659340659
4	0.9666383948151274	0.8541666666666666
5	0.6194004891841444	0.748917748917749
6	1.0	0.978494623655914
7	0.6999784755809599	0.7460815047021944
8	0.7351613962885093	0.6296296296296297
9	0.5962445352291633	0.7549019607843137
10	0.8277567308871867	0.7807017543859649
11	0.9666383948151274	0.9523809523809523
12	0.9551617140291875	0.8276353276353277
13	0.544313148052289	0.5971428571428572
14	0.6194004891841444	0.577922077922078
15	0.6999784755809599	0.6833333333333333
16	0.7986659511675209	0.632992327365729
17	0.9890493141062706	0.9233333333333333
18	0.38762938901837607	0.9102564102564102
19	0.6999784755809599	0.634796238244514
20	0.7679088604213304	0.6506666666666667
21	0.8554258404859714	0.7230576441102756
22	0.9072203803181957	0.7473958333333333
23	0.8554258404859714	0.731829573934837
24	0.7518082517667919	0.5851648351648351
25	0.7518082517667919	0.6153846153846154
26	0.9666383948151274	0.8988095238095238
27	0.68128433925682	0.7116666666666667
28	0.9666383948151274	0.8497023809523809
29	0.6999784755809599	0.6622023809523809
30	0.7179086096006225	0.5833333333333333
31	0.8554258404859714	0.8333333333333334
32	0.7986659511675209	0.6354166666666667
33	0.9890493141062706	0.91
34	0.8946686842223153	0.8802083333333334
35	0.6617193242301255	0.67578125
36	0.5713664534149065	0.6514285714285715
37	0.8818633416124217	0.75390625
38	0.6411490366203456	0.5089605734767024
39	0.86878832409172	0.7815656565656566
40	0.783513707833535	0.7186700767263428
41	0.7679088604213304	0.6197916666666667
42	0.2608695652173913	
43	0.783513707833535	0.8645833333333334
44	0.7986659511675209	0.70703125
45	0.38762938901837607	0.3589743589743589
46	0.8818633416124217	0.6502525252525253
47	1.0	0.978494623655914
48	0.841756052864669	0.7398989898989898
49	0.68128433925682	0.48432601880877746
50	0.8134028272669058	0.6994949494949495
51	0.5962445352291633	0.5281385281385281
52	0.9195329307627442	0.7173333333333334
53	0.6194004891841444	0.7445887445887446
54	0.9434921073090252	0.9259259259259259
55	0.7986659511675209	0.7212276214833759
56	0.5143892128193608	0.4375
57	0.9551617140291875	0.8076923076923077
58	0.7986659511675209	0.7109375
59	0.7986659511675209	0.6138107416879796
60	0.5713664534149065	0.48611111111111116
61	0.4804240203991756	0.5585585585585586
62	0.4804240203991756	0.5900900900900901
63	0.7179086096006225	0.5208333333333333
64	0.9666383948151274	0.9107142857142857
65	0.7986659511675209	0.7721354166666666
66	0.841756052864669	0.8984962406015038
67	0.9666383948151274	0.875
68	0.544313148052289	0.5142857142857142
69	0.4804240203991756	0.5990990990990991
70	0.86878832409172	0.6112500000000001
71	0.7518082517667919	0.6175595238095238
72	0.5962445352291633	0.6125541125541125
73	0.9072203803181957	0.7643229166666666
74	0.544313148052289	0.48611111111111116
75	0.9551617140291875	0.8447293447293447
76	0.7351613962885093	0.6145833333333333
77	0.68128433925682	0.6283333333333334
78	0.8946686842223153	0.7638888888888888
79	0.7518082517667919	0.6469780219780219
80	0.8134028272669058	0.7513020833333334
81	0.9666383948151274	0.9107142857142857
82	0.6194004891841444	0.7034632034632035
83	0.5143892128193608	0.5659722222222222
84	0.68128433925682	0.7258064516129032
85	0.5962445352291633	0.607843137254902
86	0.5143892128193608	0.8263888888888888
87	0.841756052864669	0.6854636591478697
88	0.9072203803181957	0.7071611253196931
89	0.6411490366203456	0.7168458781362007
90	0.841756052864669	0.74375
91	0.841756052864669	0.726010101010101
92	0.5143892128193608	0.6944444444444444
93	0.68128433925682	0.6003134796238245
94	0.783513707833535	0.7626666666666666
95	0.9890493141062706	0.9533333333333334
96	0.9551617140291875	0.9247648902821317
97	0.8946686842223153	0.7531969309462916
98	0.7679088604213304	0.6666666666666667
99	0.8818633416124217	0.786967418546366
100	0.8554258404859714	0.6278195488721805
101	0.7679088604213304	0.5796703296703296
102	0.9195329307627442	0.75390625
103	0.783513707833535	0.7265625
104	0.7679088604213304	0.604
105	0.9551617140291875	0.8447293447293447
106	0.9072203803181957	0.7710997442455243
107	0.8554258404859714	0.7825
108	0.9551617140291875	0.7962962962962963
109	0.5962445352291633	0.4730392156862745
110	0.5143892128193608	0.8055555555555556
111	0.9072203803181957	0.8171355498721228
112	0.68128433925682	0.61
113	0.9072203803181957	0.7493606138107417
114	0.7518082517667919	0.544
115	0.7518082517667919	0.708
116	0.783513707833535	0.784
117	0.7179086096006225	0.5892857142857143
118	0.6411490366203456	0.7164502164502164
119	0.544313148052289	0.5914285714285714
120	0.7986659511675209	0.6111111111111112
121	0.544313148052289	0.5451388888888888
122	0.8277567308871867	0.7105263157894737
123	0.86878832409172	0.6340852130325815
124	0.544313148052289	0.32638888888888884
125	0.9072203803181957	0.6901041666666667
126	0.9551617140291875	0.7706552706552706
127	0.6411490366203456	0.6451612903225806
128	0.9666383948151274	0.890282131661442
129	0.783513707833535	0.6790281329923273
130	0.6411490366203456	0.505859375
131	0.7351613962885093	0.7486263736263736
132	0.9551617140291875	0.8475783475783476
133	0.9195329307627442	0.7630208333333334
134	0.4401350272007678	0.8092105263157895
135	0.5143892128193608	0.5729166666666667
136	0.4804240203991756	0.5360360360360361
137	0.8818633416124217	0.7121212121212122
138	0.783513707833535	0.7013333333333334
139	0.5143892128193608	0.8558558558558559
140	0.9072203803181957	0.7199488491048593
141	0.6999784755809599	0.6326164874551972
142	0.8946686842223153	0.7071611253196931
143	0.9551617140291875	0.792022792022792
144	0.38762938901837607	0.9102564102564102
145	0.6999784755809599	0.5956112852664577
146	0.8134028272669058	0.6502525252525253
147	0.841756052864669	0.6215538847117794
148	0.5143892128193608	0.8063063063063063
149	0.68128433925682	0.49641577060931896
150	0.2608695652173913	
151	0.4804240203991756	0.5460526315789473
152	0.841756052864669	0.6716791979949874
153	0.4401350272007678	0.9102564102564102
154	0.9890493141062706	0.9533333333333334
155	1.0	0.978494623655914
156	0.7179086096006225	0.5968660968660968
157	0.9551617140291875	0.8541666666666666
158	0.783513707833535	0.6354166666666667
159	0.8818633416124217	0.8145363408521303
160	0.6194004891841444	0.658203125
161	0.7986659511675209	0.7373333333333334
162	0.6194004891841444	0.6406926406926408
163	0.8818633416124217	0.744949494949495
164	0.9551617140291875	0.9344729344729344
165	0.2608695652173913	
166	0.8818633416124217	0.7247474747474747
167	0.841756052864669	0.81625
168	0.6617193242301255	0.5683333333333334
169	0.4804240203991756	0.7882882882882882
170	0.9434921073090252	0.8404558404558404
171	0.8946686842223153	0.7595907928388747
172	0.8554258404859714	0.7481203007518797
173	0.8946686842223153	0.7544757033248082
174	0.2608695652173913	
175	0.9072203803181957	0.7317708333333333
176	0.6999784755809599	0.5729166666666667
177	0.8818633416124217	0.7186700767263428
178	0.6411490366203456	0.482421875
179	0.68128433925682	0.5933333333333333
180	1.0	0.978494623655914
181	0.4401350272007678	0.6578947368421053
182	0.841756052864669	0.8181818181818181
183	0.6617193242301255	0.6164874551971327
184	0.544313148052289	0.4652777777777778
185	0.7518082517667919	0.7466666666666666
186	0.5962445352291633	0.6385281385281385
187	0.8134028272669058	0.7669270833333334
188	0.86878832409172	0.7155388471177945
189	0.5962445352291633	0.47549019607843135
190	0.5143892128193608	0.4375
191	0.5962445352291633	0.571078431372549
192	0.86878832409172	0.8181818181818181
193	0.7518082517667919	0.5512820512820513
194	0.7179086096006225	0.5654761904761905
195	0.544313148052289	0.5798611111111112
196	0.7351613962885093	0.5618131868131868
197	0.9434921073090252	0.7777777777777778
198	0.5962445352291633	0.7077922077922079
199	0.841756052864669	0.6123737373737373
200	0.8554258404859714	0.645
201	0.6194004891841444	0.748046875
202	0.8946686842223153	0.7386363636363636
203	0.5713664534149065	0.7771428571428571
204	0.38762938901837607	0.6666666666666667
205	0.9666383948151274	0.8675595238095238
206	0.7679088604213304	0.6965811965811965
207	0.9072203803181957	0.7161125319693095
208	0.544313148052289	0.6571428571428571
209	0.5713664534149065	0.7285714285714286
210	0.6194004891841444	0.6363636363636364
211	0.8818633416124217	0.779040404040404
212	0.9779314131508974	0.8916666666666666
213	0.841756052864669	0.681704260651629
