	mFMI	AUROC
0	0.7450124723787606	0.8610294117647059
1	0.6867726849999565	0.8987986894794321
2	0.8907327586206897	0.8261183261183261
3	0.8046265804525324	0.7571896614488534
4	0.6540564352424156	0.8845598845598845
5	0.5964008090089958	0.8805970149253731
6	0.6689365442232285	0.91203007518797
7	0.5428620031348945	0.8206676136363636
8	0.6351831896551723	0.7982110912343471
9	0.6448415398821513	0.8545517963027555
10	0.6159265456183705	0.8555147058823529
11	0.5964008090089958	0.853309481216458
12	0.6106198058184007	0.7544727826417967
13	0.5769974677982572	0.778175313059034
14	0.47055619010342026	0.6996323529411765
15	0.6531358714444534	0.8214161144053017
16	0.4052801443662585	0.8278659611992946
native	1.0	0.9368686868686869
