	FPR	TPR
0	0.0	0.0
1	0.0	0.00022639800769753225
2	0.00017271157167530224	0.00022639800769753225
3	0.0003454231433506045	0.00022639800769753225
4	0.0005181347150259067	0.00022639800769753225
5	0.000690846286701209	0.00022639800769753225
6	0.0008635578583765112	0.00022639800769753225
7	0.0008635578583765112	0.0004527960153950645
8	0.0010362694300518134	0.0004527960153950645
9	0.0010362694300518134	0.0006791940230925968
10	0.0010362694300518134	0.000905592030790129
11	0.0012089810017271157	0.000905592030790129
12	0.001381692573402418	0.000905592030790129
13	0.0015544041450777201	0.000905592030790129
14	0.0017271157167530224	0.000905592030790129
15	0.0018998272884283246	0.000905592030790129
16	0.002072538860103627	0.000905592030790129
17	0.0022452504317789293	0.000905592030790129
18	0.0024179620034542313	0.000905592030790129
19	0.0025906735751295338	0.000905592030790129
20	0.0025906735751295338	0.0011319900384876612
21	0.002763385146804836	0.0011319900384876612
22	0.002763385146804836	0.0013583880461851936
23	0.002763385146804836	0.001584786053882726
24	0.002763385146804836	0.001811184061580258
25	0.002763385146804836	0.0020375820692777906
26	0.002763385146804836	0.0022639800769753225
27	0.002763385146804836	0.002490378084672855
28	0.0029360967184801382	0.002490378084672855
29	0.0029360967184801382	0.002716776092370387
30	0.0029360967184801382	0.0029431741000679195
31	0.0029360967184801382	0.003169572107765452
32	0.0029360967184801382	0.003395970115462984
33	0.0029360967184801382	0.003622368123160516
34	0.0029360967184801382	0.0038487661308580483
35	0.0029360967184801382	0.004075164138555581
36	0.0029360967184801382	0.004301562146253113
37	0.0029360967184801382	0.004527960153950645
38	0.0029360967184801382	0.004754358161648178
39	0.0029360967184801382	0.00498075616934571
40	0.0031088082901554403	0.00498075616934571
41	0.0032815198618307427	0.00498075616934571
42	0.0032815198618307427	0.005207154177043242
43	0.0032815198618307427	0.005433552184740774
44	0.0032815198618307427	0.005659950192438306
45	0.0032815198618307427	0.005886348200135839
46	0.0032815198618307427	0.006112746207833371
47	0.0032815198618307427	0.006339144215530904
48	0.0032815198618307427	0.0065655422232284355
49	0.0032815198618307427	0.006791940230925968
50	0.0032815198618307427	0.0070183382386235
51	0.0032815198618307427	0.007244736246321032
52	0.0032815198618307427	0.007471134254018565
53	0.0032815198618307427	0.007697532261716097
54	0.0032815198618307427	0.00792393026941363
55	0.0032815198618307427	0.008150328277111162
56	0.0032815198618307427	0.008376726284808693
57	0.0032815198618307427	0.008603124292506226
58	0.0032815198618307427	0.008829522300203759
59	0.0032815198618307427	0.00905592030790129
60	0.0032815198618307427	0.009282318315598823
61	0.0032815198618307427	0.009508716323296355
62	0.0032815198618307427	0.009735114330993888
63	0.0032815198618307427	0.00996151233869142
64	0.0032815198618307427	0.010187910346388952
65	0.0034542314335060447	0.010187910346388952
66	0.003626943005181347	0.010187910346388952
67	0.003626943005181347	0.010414308354086485
68	0.003626943005181347	0.010640706361784016
69	0.003626943005181347	0.010867104369481548
70	0.003626943005181347	0.011093502377179081
71	0.003626943005181347	0.011319900384876612
72	0.003626943005181347	0.011546298392574145
73	0.003626943005181347	0.011772696400271678
74	0.003626943005181347	0.01199909440796921
75	0.003626943005181347	0.012225492415666742
76	0.003626943005181347	0.012451890423364274
77	0.003626943005181347	0.012678288431061807
78	0.003626943005181347	0.012904686438759338
79	0.003626943005181347	0.013131084446456871
80	0.003626943005181347	0.013357482454154404
81	0.003626943005181347	0.013583880461851936
82	0.003626943005181347	0.013810278469549468
83	0.003626943005181347	0.014036676477247
84	0.003626943005181347	0.014263074484944533
85	0.003626943005181347	0.014489472492642064
86	0.003626943005181347	0.014715870500339597
87	0.003626943005181347	0.01494226850803713
88	0.003626943005181347	0.015168666515734662
89	0.003626943005181347	0.015395064523432193
90	0.003626943005181347	0.015621462531129726
91	0.003626943005181347	0.01584786053882726
92	0.003626943005181347	0.01607425854652479
93	0.003626943005181347	0.016300656554222324
94	0.003626943005181347	0.016527054561919854
95	0.003626943005181347	0.016753452569617387
96	0.003626943005181347	0.01697985057731492
97	0.003626943005181347	0.017206248585012452
98	0.003626943005181347	0.017432646592709985
99	0.0037996545768566492	0.017432646592709985
100	0.0037996545768566492	0.017659044600407518
101	0.0037996545768566492	0.01788544260810505
102	0.0037996545768566492	0.01811184061580258
103	0.0037996545768566492	0.018338238623500112
104	0.0037996545768566492	0.018564636631197645
105	0.0037996545768566492	0.018791034638895178
106	0.0037996545768566492	0.01901743264659271
107	0.0037996545768566492	0.019243830654290243
108	0.0037996545768566492	0.019470228661987776
109	0.0037996545768566492	0.019696626669685306
110	0.0037996545768566492	0.01992302467738284
111	0.0037996545768566492	0.02014942268508037
112	0.0037996545768566492	0.020375820692777904
113	0.0037996545768566492	0.020602218700475437
114	0.0037996545768566492	0.02082861670817297
115	0.0037996545768566492	0.0210550147158705
116	0.0037996545768566492	0.02128141272356803
117	0.0037996545768566492	0.021507810731265564
118	0.0037996545768566492	0.021734208738963097
119	0.0037996545768566492	0.02196060674666063
120	0.0037996545768566492	0.022187004754358162
121	0.0037996545768566492	0.022413402762055695
122	0.003972366148531951	0.022413402762055695
123	0.004145077720207254	0.022413402762055695
124	0.004145077720207254	0.022639800769753225
125	0.004145077720207254	0.022866198777450757
126	0.004145077720207254	0.02309259678514829
127	0.004145077720207254	0.023318994792845823
128	0.004145077720207254	0.023545392800543356
129	0.004145077720207254	0.02377179080824089
130	0.004317789291882556	0.02377179080824089
131	0.004317789291882556	0.02399818881593842
132	0.004317789291882556	0.02422458682363595
133	0.004317789291882556	0.024450984831333483
134	0.004490500863557859	0.024450984831333483
135	0.004490500863557859	0.024677382839031016
136	0.00466321243523316	0.024677382839031016
137	0.004835924006908463	0.024677382839031016
138	0.005008635578583765	0.024677382839031016
139	0.005008635578583765	0.02490378084672855
140	0.005008635578583765	0.02513017885442608
141	0.005008635578583765	0.025356576862123614
142	0.005008635578583765	0.025582974869821147
143	0.005008635578583765	0.025809372877518676
144	0.005008635578583765	0.02603577088521621
145	0.005008635578583765	0.026262168892913742
146	0.005008635578583765	0.026488566900611275
147	0.005008635578583765	0.026714964908308807
148	0.005008635578583765	0.02694136291600634
149	0.005008635578583765	0.027167760923703873
150	0.005008635578583765	0.027394158931401402
151	0.005008635578583765	0.027620556939098935
152	0.005008635578583765	0.027846954946796468
153	0.005008635578583765	0.028073352954494
154	0.005008635578583765	0.028299750962191533
155	0.005008635578583765	0.028526148969889066
156	0.005008635578583765	0.0287525469775866
157	0.005008635578583765	0.028978944985284128
158	0.005008635578583765	0.02920534299298166
159	0.005008635578583765	0.029431741000679194
160	0.005008635578583765	0.029658139008376726
161	0.005008635578583765	0.02988453701607426
162	0.005008635578583765	0.030110935023771792
163	0.0051813471502590676	0.030110935023771792
164	0.0051813471502590676	0.030337333031469325
165	0.0051813471502590676	0.030563731039166854
166	0.0051813471502590676	0.030790129046864387
167	0.0051813471502590676	0.03101652705456192
168	0.0051813471502590676	0.031242925062259452
169	0.0051813471502590676	0.031469323069956985
170	0.0051813471502590676	0.03169572107765452
